filename_x,minx,miny,maxx,maxy,west,south,east,north,join_key,filename_y,time1,time2
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-07 01:25:46+00:00,2022-06-07 01:26:11+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-07 01:26:11+00:00,2022-06-07 01:26:36+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:25:21+00:00,2022-06-19 01:25:46+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:25:46+00:00,2022-06-19 01:26:11+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:26:11+00:00,2022-06-19 01:26:36+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:25:26+00:00,2022-09-11 01:25:51+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:25:51+00:00,2022-09-11 01:26:16+00:00
1111009_2,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:26:16+00:00,2022-09-11 01:26:41+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-07 01:25:21+00:00,2022-06-07 01:25:46+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-07 01:25:46+00:00,2022-06-07 01:26:11+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-07 01:26:11+00:00,2022-06-07 01:26:36+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:25:21+00:00,2022-06-19 01:25:46+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:25:46+00:00,2022-06-19 01:26:11+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-06-19 01:26:11+00:00,2022-06-19 01:26:36+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:25:26+00:00,2022-09-11 01:25:51+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:25:51+00:00,2022-09-11 01:26:16+00:00
1111009_3,67.398376,25.557309,69.656067,28.625514,67.398376,25.557309,69.656067,28.625514,1111009,1111009,2022-09-11 01:26:16+00:00,2022-09-11 01:26:41+00:00
1111010,-80.886841,-6.113246,-80.476227,-5.428718,-80.886841,-6.113246,-80.476227,-5.428718,1111010,1111010,2016-10-30 23:43:15+00:00,2016-10-30 23:43:40+00:00
1111010,-80.886841,-6.113246,-80.476227,-5.428718,-80.886841,-6.113246,-80.476227,-5.428718,1111010,1111010,2016-11-23 23:43:14+00:00,2016-11-23 23:43:39+00:00
1111010,-80.886841,-6.113246,-80.476227,-5.428718,-80.886841,-6.113246,-80.476227,-5.428718,1111010,1111010,2017-03-11 23:43:11+00:00,2017-03-11 23:43:36+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-10-20 09:58:32+00:00,2020-10-20 09:58:57+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-10-20 09:58:57+00:00,2020-10-20 09:59:22+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-11-01 09:58:32+00:00,2020-11-01 09:58:57+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-11-01 09:58:57+00:00,2020-11-01 09:59:22+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-11-13 09:58:32+00:00,2020-11-13 09:58:57+00:00
1111011,121.415405,16.828203,122.000427,18.445741,121.415405,16.828203,122.000427,18.445741,1111011,1111011,2020-11-13 09:58:57+00:00,2020-11-13 09:59:22+00:00
1111013,-91.433716,37.247821,-89.280396,39.087436,-91.433716,37.247821,-89.280396,39.087436,1111013,1111013,2017-04-10 23:55:54+00:00,2017-04-10 23:56:19+00:00
1111013,-91.433716,37.247821,-89.280396,39.087436,-91.433716,37.247821,-89.280396,39.087436,1111013,1111013,2017-04-22 23:55:54+00:00,2017-04-22 23:56:19+00:00
1111013,-91.433716,37.247821,-89.280396,39.087436,-91.433716,37.247821,-89.280396,39.087436,1111013,1111013,2017-05-04 23:55:55+00:00,2017-05-04 23:56:20+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2014-10-17 18:11:12+00:00,2014-10-17 18:11:37+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2014-10-29 18:11:18+00:00,2014-10-29 18:11:43+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2014-10-30 06:09:08+00:00,2014-10-30 06:09:33+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2014-11-11 06:08:59+00:00,2014-11-11 06:09:24+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2015-02-02 18:11:16+00:00,2015-02-02 18:11:41+00:00
118_1,-153527.9912716974,5123834.370860604,-122328.5859280339,5149837.2890703045,-1.3791654109953426,41.75154452025888,-1.0988963842388106,41.92557391524316,118,118,2015-02-03 06:08:57+00:00,2015-02-03 06:09:22+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2014-10-17 18:11:12+00:00,2014-10-17 18:11:37+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2014-10-29 18:11:18+00:00,2014-10-29 18:11:43+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2014-10-30 06:09:08+00:00,2014-10-30 06:09:33+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2014-11-11 06:08:59+00:00,2014-11-11 06:09:24+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2015-02-02 18:11:16+00:00,2015-02-02 18:11:41+00:00
118_2,-392985.5442315058,5272823.651865576,-363071.2463786523,5301536.654709536,-3.5302492082118984,42.742263555526726,-3.261524498462678,42.93140397965907,118,118,2015-02-03 06:08:57+00:00,2015-02-03 06:09:22+00:00
130,10530076.148808315,1884606.7641623144,10588396.971072486,1947954.404868933,94.59328347416938,16.68860523366969,95.1171883343926,17.232912883457374,130,130,2015-03-29 23:32:24+00:00,2015-03-29 23:32:49+00:00
130,10530076.148808315,1884606.7641623144,10588396.971072486,1947954.404868933,94.59328347416938,16.68860523366969,95.1171883343926,17.232912883457374,130,130,2015-04-22 23:32:24+00:00,2015-04-22 23:32:49+00:00
130,10530076.148808315,1884606.7641623144,10588396.971072486,1947954.404868933,94.59328347416938,16.68860523366969,95.1171883343926,17.232912883457374,130,130,2015-09-13 23:32:43+00:00,2015-09-13 23:33:08+00:00
147_1,-355511.9228774808,7311867.776145707,-297249.53317182715,7357475.273534085,-3.193617940075616,54.74155430478213,-2.67023798845645,54.97736971086294,147,147,2015-06-13 06:22:04+00:00,2015-06-13 06:22:29+00:00
147_1,-355511.9228774808,7311867.776145707,-297249.53317182715,7357475.273534085,-3.193617940075616,54.74155430478213,-2.67023798845645,54.97736971086294,147,147,2015-06-25 06:22:04+00:00,2015-06-25 06:22:29+00:00
147_1,-355511.9228774808,7311867.776145707,-297249.53317182715,7357475.273534085,-3.193617940075616,54.74155430478213,-2.67023798845645,54.97736971086294,147,147,2015-12-10 06:22:05+00:00,2015-12-10 06:22:30+00:00
147_2,-406326.42652101954,7265479.603869792,-327628.13944625866,7310772.314103729,-3.650092392854996,54.50028578902784,-2.94313365172216,54.73587320751432,147,147,2015-06-13 06:22:04+00:00,2015-06-13 06:22:29+00:00
147_2,-406326.42652101954,7265479.603869792,-327628.13944625866,7310772.314103729,-3.650092392854996,54.50028578902784,-2.94313365172216,54.73587320751432,147,147,2015-06-25 06:22:04+00:00,2015-06-25 06:22:29+00:00
147_2,-406326.42652101954,7265479.603869792,-327628.13944625866,7310772.314103729,-3.650092392854996,54.50028578902784,-2.94313365172216,54.73587320751432,147,147,2015-12-10 06:22:05+00:00,2015-12-10 06:22:30+00:00
147_3,-327798.8156472566,7253686.150307576,-248377.54512154672,7312008.2929821,-2.94466686212208,54.43871884066866,-2.2312134501477145,54.742282971435145,147,147,2015-06-13 06:22:04+00:00,2015-06-13 06:22:29+00:00
147_3,-327798.8156472566,7253686.150307576,-248377.54512154672,7312008.2929821,-2.94466686212208,54.43871884066866,-2.2312134501477145,54.742282971435145,147,147,2015-06-25 06:22:04+00:00,2015-06-25 06:22:29+00:00
147_3,-327798.8156472566,7253686.150307576,-248377.54512154672,7312008.2929821,-2.94466686212208,54.43871884066866,-2.2312134501477145,54.742282971435145,147,147,2015-12-10 06:22:05+00:00,2015-12-10 06:22:30+00:00
174,2373297.1425611456,5152379.796926373,2406316.8834714866,5170379.074269346,21.31969096919864,41.94256472195545,21.616312348572897,42.06271895511291,174,174,2015-07-20 16:32:28+00:00,2015-07-20 16:32:53+00:00
174,2373297.1425611456,5152379.796926373,2406316.8834714866,5170379.074269346,21.31969096919864,41.94256472195545,21.616312348572897,42.06271895511291,174,174,2015-08-13 16:32:23+00:00,2015-08-13 16:32:48+00:00
174,2373297.1425611456,5152379.796926373,2406316.8834714866,5170379.074269346,21.31969096919864,41.94256472195545,21.616312348572897,42.06271895511291,174,174,2016-08-07 16:32:30+00:00,2016-08-07 16:32:55+00:00
205_1,8901927.827998037,712007.460021578,8918826.338723846,725807.6877595455,79.9673782601953,6.382828628215521,80.11918016483384,6.506014819829381,205,205,2017-01-12 00:25:10+00:00,2017-01-12 00:25:35+00:00
205_1,8901927.827998037,712007.460021578,8918826.338723846,725807.6877595455,79.9673782601953,6.382828628215521,80.11918016483384,6.506014819829381,205,205,2017-01-24 00:25:09+00:00,2017-01-24 00:25:35+00:00
205_1,8901927.827998037,712007.460021578,8918826.338723846,725807.6877595455,79.9673782601953,6.382828628215521,80.11918016483384,6.506014819829381,205,205,2017-05-30 00:24:30+00:00,2017-05-30 00:25:01+00:00
205_2,8940524.656292921,754624.0913508316,8951418.0368054,766720.3220365824,80.31409946795361,6.763143212598398,80.41195637005453,6.871037258766501,205,205,2017-01-12 00:25:10+00:00,2017-01-12 00:25:35+00:00
205_2,8940524.656292921,754624.0913508316,8951418.0368054,766720.3220365824,80.31409946795361,6.763143212598398,80.41195637005453,6.871037258766501,205,205,2017-01-24 00:25:09+00:00,2017-01-24 00:25:35+00:00
205_2,8940524.656292921,754624.0913508316,8951418.0368054,766720.3220365824,80.31409946795361,6.763143212598398,80.41195637005453,6.871037258766501,205,205,2017-05-30 00:24:30+00:00,2017-05-30 00:25:01+00:00
205_3,8929695.989701131,742499.8958198333,8940540.85443665,754624.0913508316,80.21682390089323,6.654975546581867,80.3142449783545,6.763143212598398,205,205,2017-01-12 00:25:10+00:00,2017-01-12 00:25:35+00:00
205_3,8929695.989701131,742499.8958198333,8940540.85443665,754624.0913508316,80.21682390089323,6.654975546581867,80.3142449783545,6.763143212598398,205,205,2017-01-24 00:25:09+00:00,2017-01-24 00:25:35+00:00
205_3,8929695.989701131,742499.8958198333,8940540.85443665,754624.0913508316,80.21682390089323,6.654975546581867,80.3142449783545,6.763143212598398,205,205,2017-05-30 00:24:30+00:00,2017-05-30 00:25:01+00:00
205_4,8940533.696314825,742499.8959212095,8951430.776505113,754638.0194790057,80.31418067585206,6.6549755474864085,80.4120708127242,6.763267460445568,205,205,2017-01-12 00:25:10+00:00,2017-01-12 00:25:35+00:00
205_4,8940533.696314825,742499.8959212095,8951430.776505113,754638.0194790057,80.31418067585206,6.6549755474864085,80.4120708127242,6.763267460445568,205,205,2017-01-24 00:25:09+00:00,2017-01-24 00:25:35+00:00
205_4,8940533.696314825,742499.8959212095,8951430.776505113,754638.0194790057,80.31418067585206,6.6549755474864085,80.4120708127242,6.763267460445568,205,205,2017-05-30 00:24:30+00:00,2017-05-30 00:25:01+00:00
267,2358098.501770748,7396065.154583703,2416173.827129519,7443722.512851768,21.18315925600007,55.17582471900005,21.70485878000005,55.41955411700008,267,267,2017-07-25 04:51:25+00:00,2017-07-25 04:51:50+00:00
267,2358098.501770748,7396065.154583703,2416173.827129519,7443722.512851768,21.18315925600007,55.17582471900005,21.70485878000005,55.41955411700008,267,267,2017-08-30 04:51:27+00:00,2017-08-30 04:51:52+00:00
267,2358098.501770748,7396065.154583703,2416173.827129519,7443722.512851768,21.18315925600007,55.17582471900005,21.70485878000005,55.41955411700008,267,267,2018-02-02 04:51:25+00:00,2018-02-02 04:51:50+00:00
273_1,2147531.1622810266,5155606.078892618,2165982.102605661,5175590.274060104,19.291600662000064,41.96411846700005,19.457348279000023,42.09746397500003,273,273,2018-03-11 16:40:36+00:00,2018-03-11 16:41:01+00:00
273_1,2147531.1622810266,5155606.078892618,2165982.102605661,5175590.274060104,19.291600662000064,41.96411846700005,19.457348279000023,42.09746397500003,273,273,2018-03-11 16:41:01+00:00,2018-03-11 16:41:26+00:00
273_1,2147531.1622810266,5155606.078892618,2165982.102605661,5175590.274060104,19.291600662000064,41.96411846700005,19.457348279000023,42.09746397500003,273,273,2017-07-27 16:32:03+00:00,2017-07-27 16:32:28+00:00
273_1,2147531.1622810266,5155606.078892618,2165982.102605661,5175590.274060104,19.291600662000064,41.96411846700005,19.457348279000023,42.09746397500003,273,273,2017-08-20 16:32:04+00:00,2017-08-20 16:32:29+00:00
273_2,2165981.722672239,5155601.145924323,2184407.406608171,5175594.776316008,19.457344866000028,41.96408551700006,19.622865601000058,42.09749398500003,273,273,2018-03-11 16:40:36+00:00,2018-03-11 16:41:01+00:00
273_2,2165981.722672239,5155601.145924323,2184407.406608171,5175594.776316008,19.457344866000028,41.96408551700006,19.622865601000058,42.09749398500003,273,273,2018-03-11 16:41:01+00:00,2018-03-11 16:41:26+00:00
273_2,2165981.722672239,5155601.145924323,2184407.406608171,5175594.776316008,19.457344866000028,41.96408551700006,19.622865601000058,42.09749398500003,273,273,2017-07-27 16:32:03+00:00,2017-07-27 16:32:28+00:00
273_2,2165981.722672239,5155601.145924323,2184407.406608171,5175594.776316008,19.457344866000028,41.96408551700006,19.622865601000058,42.09749398500003,273,273,2017-08-20 16:32:04+00:00,2017-08-20 16:32:29+00:00
273_3,2147841.307510575,5137408.1061119735,2164752.792006677,5155607.19304017,19.29438674400006,41.84244832600007,19.44630519400005,41.96412590900008,273,273,2018-03-11 16:40:36+00:00,2018-03-11 16:41:01+00:00
273_3,2147841.307510575,5137408.1061119735,2164752.792006677,5155607.19304017,19.29438674400006,41.84244832600007,19.44630519400005,41.96412590900008,273,273,2018-03-11 16:41:01+00:00,2018-03-11 16:41:26+00:00
273_3,2147841.307510575,5137408.1061119735,2164752.792006677,5155607.19304017,19.29438674400006,41.84244832600007,19.44630519400005,41.96412590900008,273,273,2017-07-27 16:32:03+00:00,2017-07-27 16:32:28+00:00
273_3,2147841.307510575,5137408.1061119735,2164752.792006677,5155607.19304017,19.29438674400006,41.84244832600007,19.44630519400005,41.96412590900008,273,273,2017-08-20 16:32:04+00:00,2017-08-20 16:32:29+00:00
273_4,2164752.7894463297,5137408.1061119735,2181720.8116646544,5155607.934557679,19.44630517100006,41.84244832600007,19.598731508000068,41.96413086200005,273,273,2018-03-11 16:40:36+00:00,2018-03-11 16:41:01+00:00
273_4,2164752.7894463297,5137408.1061119735,2181720.8116646544,5155607.934557679,19.44630517100006,41.84244832600007,19.598731508000068,41.96413086200005,273,273,2018-03-11 16:41:01+00:00,2018-03-11 16:41:26+00:00
273_4,2164752.7894463297,5137408.1061119735,2181720.8116646544,5155607.934557679,19.44630517100006,41.84244832600007,19.598731508000068,41.96413086200005,273,273,2017-07-27 16:32:03+00:00,2017-07-27 16:32:28+00:00
273_4,2164752.7894463297,5137408.1061119735,2181720.8116646544,5155607.934557679,19.44630517100006,41.84244832600007,19.598731508000068,41.96413086200005,273,273,2017-08-20 16:32:04+00:00,2017-08-20 16:32:29+00:00
275_1,1796230.7461812238,5688852.886592662,1849812.0932326424,5732793.819983357,16.13581533100006,45.42609605200004,16.617144761000077,45.70244783000004,275,275,2017-07-07 16:49:54+00:00,2017-07-07 16:50:19+00:00
275_1,1796230.7461812238,5688852.886592662,1849812.0932326424,5732793.819983357,16.13581533100006,45.42609605200004,16.617144761000077,45.70244783000004,275,275,2017-08-06 16:49:15+00:00,2017-08-06 16:49:40+00:00
275_1,1796230.7461812238,5688852.886592662,1849812.0932326424,5732793.819983357,16.13581533100006,45.42609605200004,16.617144761000077,45.70244783000004,275,275,2018-03-22 16:49:14+00:00,2018-03-22 16:49:39+00:00
275_2,1824850.4612795785,5663789.997774033,1878249.043434413,5707607.788382979,16.392910606000044,45.26786254700005,16.872598231000037,45.54421501300004,275,275,2017-07-07 16:49:54+00:00,2017-07-07 16:50:19+00:00
275_2,1824850.4612795785,5663789.997774033,1878249.043434413,5707607.788382979,16.392910606000044,45.26786254700005,16.872598231000037,45.54421501300004,275,275,2017-08-06 16:49:15+00:00,2017-08-06 16:49:40+00:00
275_2,1824850.4612795785,5663789.997774033,1878249.043434413,5707607.788382979,16.392910606000044,45.26786254700005,16.872598231000037,45.54421501300004,275,275,2018-03-22 16:49:14+00:00,2018-03-22 16:49:39+00:00
275_3,1868103.309346264,5638705.91328513,1917002.0759335973,5678817.794102831,16.781457551000074,45.10905233200003,17.220722645000016,45.36279300900003,275,275,2017-07-07 16:49:54+00:00,2017-07-07 16:50:19+00:00
275_3,1868103.309346264,5638705.91328513,1917002.0759335973,5678817.794102831,16.781457551000074,45.10905233200003,17.220722645000016,45.36279300900003,275,275,2017-08-06 16:49:15+00:00,2017-08-06 16:49:40+00:00
275_3,1868103.309346264,5638705.91328513,1917002.0759335973,5678817.794102831,16.781457551000074,45.10905233200003,17.220722645000016,45.36279300900003,275,275,2018-03-22 16:49:14+00:00,2018-03-22 16:49:39+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2017-07-30 16:07:37+00:00,2017-07-30 16:08:02+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2017-07-30 16:08:02+00:00,2017-07-30 16:08:27+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2018-03-27 16:07:37+00:00,2018-03-27 16:08:02+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2018-03-27 16:08:02+00:00,2018-03-27 16:08:27+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2017-08-29 16:06:55+00:00,2017-08-29 16:07:20+00:00
277_1,2910623.525751034,5085842.494850007,2968370.6953885243,5133254.597980269,26.14657599500003,41.49642630300008,26.66532764600004,41.81464582000008,277,277,2017-08-29 16:07:20+00:00,2017-08-29 16:07:45+00:00
277_2,2922821.093569045,5034397.498993232,2985481.530940061,5085876.15083233,26.256148611000068,41.14936165700004,26.819036897000046,41.496652752000045,277,277,2017-07-30 16:07:37+00:00,2017-07-30 16:08:02+00:00
277_2,2922821.093569045,5034397.498993232,2985481.530940061,5085876.15083233,26.256148611000068,41.14936165700004,26.819036897000046,41.496652752000045,277,277,2017-07-30 16:08:02+00:00,2017-07-30 16:08:27+00:00
