filename,latest_timestamp,reference_date,minx,miny,maxx,maxy,west,south,east,north,stac_item_id,input_number,emsr_id,event,activation_time,event_type,affected_countries,activation_reason,url,center_lon,center_lat,geometry,index_right,continent
321,2018-10-07 23:58:00+00:00,2018/10/7,-9782495,1442795,-9495775,1666795,-87.87764775,12.851705372353967,-85.30199817,14.80550124,event_321_20181007,321.0,EMSR321,Flood in Honduras and Nicaragua,"09/10/2018, 15:58",Flood,Honduras Nicaragua,"Nicaragua, Honduras and El Salvador have been stroke by heavy rains starting from the 6th of october 2018._x000D_ At least 13 people have lost their lives in rains that inundated parts of the involved countries._x000D_ WFP Country Offices and other Disaster Agencies Disaster agencies in all three countries reported that at least 7.013 people In Honduras, 24.000 people in Nicaragua and 125.190 have been evacuated or moved in shelters._x000D_ Most of the rain was blamed on a low-pressure system off the Pacific coast of El Salvador. Hurricane Michael in the Caribbean could have also contributed._x000D_ Honduras is one of the most affected countries by the heavy rains: it is expected that soil saturation may trigger landslides across the country",https://mapping.emergency.copernicus.eu/activations/EMSR321/,-86.58982295999999,13.828603306176984,POINT (-86.58982295999999 13.828603306176984),36.0,North America
324,2018-10-16 06:01:16+00:00,2018/10/16,-20275,5164665,364325,5455865,-0.182133424,42.02459921705812,3.2727871588684465,43.938080546384604,event_324_20181016,324.0,EMSR324,Floods in Aude- France,"15/10/2018, 13:32",Flood,France,"Heavy rainfall is affecting the Herault and Aude Departments, France. This precipitation, equivalent to a number of month's rainfall, has led to flooding over the Aude, Herault and Orb rivers basins. Orange/red warnings have been issued by the national central forecasting centre. There are reported to be 11 people dead, 20 000 people affected and many evacuations. The town of Trebes is particularly badly hit.",https://mapping.emergency.copernicus.eu/activations/EMSR324/,1.5453268674342233,42.98133988172136,POINT (1.5453268674342233 42.98133988172136),43.0,Europe
411,2019-11-25 05:36:40+00:00,2019/11/25,682835,5167785,1023315,5454505,6.1340111703175335,42.045416198848336,9.19259505,43.92928249160069,event_411_20191125,411.0,EMSR411,Flood in South East France,"23/11/2019, 20:03",Flood,France,"A heavy rainfall event is still happening over the Var and the Alpes-Maritimes Departments in South-East France._x000D_ This precipitation is leading to floods over the Gapeau, Nartuby and Argens rivers basins._x000D_ Meteo France's national forecasting centre has issued orange/red warnings.",https://mapping.emergency.copernicus.eu/activations/EMSR411/,7.6633031101587665,42.987349345224516,POINT (7.6633031101587665 42.987349345224516),,
417,2019-12-23 06:43:16+00:00,2019/12/23,-1033585,4755605,-867825,4993045,-9.284852029,39.236499940912914,-7.795804614,40.86904515077094,event_417_20191223,417.0,EMSR417,Flood in Portugal,"23/12/2019, 14:22",Flood,Portugal,"Starting from 19/12/2019, severe storms affected Portugal. Strong winds and heavy rainfall flooded rivers, brought down power lines, uprooted trees and disrupted rail and air travel across the regions. Floods and dike breaches occurred also in Coimbra - Mondego River Basin.",https://mapping.emergency.copernicus.eu/activations/EMSR417/,-8.540328321499999,40.052772545841925,POINT (-8.540328321499999 40.052772545841925),131.0,Europe
421,2020-01-23 17:39:15+00:00,2020/1/23,261325,5106195,608525,5381715,2.347522416225339,41.63322039,5.466473082688318,43.45649378187195,event_421_20200123,421.0,EMSR421,Flood in Occitanie- France,"22/01/2020, 20:27",Flood,France,Heavy rainfall is occurring over the Pyr√n√es-Orientales and the Ari√_ge departments. This precipitation is leading to flooding within the Agly and Hers-Vif river basins. Orange/red warnings are issued by national central forecasting centre.,https://mapping.emergency.copernicus.eu/activations/EMSR421/,3.9069977494568287,42.54485708593597,POINT (3.9069977494568287 42.54485708593597),,
427,2020-02-22 16:54:18+00:00,2020/2/22,1059195,7845265,1587835,8248465,9.514910573629765,57.41425786480876,14.263764491599202,59.31353662378383,event_427_20200222,427.0,EMSR427,Flood in Vastra Gotaland- Sweden,"18/02/2020, 14:34",Flood,Sweden,The recent storms Ciara and Dennis have affected western Sweden with rising water levels and floods. More rainfall is expected during the coming week. Warnings from the Swedish Meteorological and Hydrological agency are currently at level 1-2 but they are expected to be increased to level 3 for some regions due to increased rainfall during the coming days.,https://mapping.emergency.copernicus.eu/activations/EMSR427/,11.889337532614483,58.3638972442963,POINT (11.889337532614483 58.3638972442963),110.0,Europe
437,2020-05-13 06:08:43+00:00,2020/5/13,-235555,5250935,147485,5530935,-2.116026568,42.5976882,1.324880296783676,44.421701002132856,event_437_20200513,437.0,EMSR437,Flood in South West of France,"10/05/2020, 19:35",Flood,France,There was heavy rain in the southwest of France late on 10 May. These precipitations led to floods on many river basins. Red and orange flood warnings have been issued for the affected region by the National Center of Central Forecasts.,https://mapping.emergency.copernicus.eu/activations/EMSR437/,-0.3955731356081621,43.50969460106643,POINT (-0.3955731356081621 43.50969460106643),43.0,Europe
445,2020-06-26 16:09:40+00:00,2020/6/26,2607645,5969535,3019805,6283135,23.424873590578493,47.167974408168455,27.127369865605512,49.04873645312326,event_445_20200626,445.0,EMSR445,Flood in Romania,"26/06/2020, 11:12",Flood,Moldova Romania Ukraine,"Recent heavy rains in eastern part of Europe have affected several countries. In particular, one of the affected area involves the upper basin of the Prut River (especially in Ukraine, and subsequently Romania and Republic of Moldova), where there is a significant increase level, exceeding the Danger Level (the most severe of the 3 warning levels). The high amount of rainfall fallen caused extreme floods also along Jiu River that affected houses, roads, bridges, phone lines and other assets. Due to the critical situation the General Inspectorate for Emergency Situation is planning some evacuations.",https://mapping.emergency.copernicus.eu/activations/EMSR445/,25.276121728092,48.10835543064586,POINT (25.276121728092 48.10835543064586),112.0,Europe
470,2020-10-14 18:11:46+00:00,2020/10/14,-96035,923135,222045,1315135,-0.862697083,8.263861043400002,1.9946641726231915,11.731223138009367,event_470_20201014,470.0,EMSR470,Flood in Togo,"13/10/2020, 19:17",Flood,Togo,"Since the 05/10/2020, Togo has been badly affected by the flooding of the Oti river and its tributaries. Local authorities reported almost 57,000 affected people with 11 fatalities, mainly in rural and peri-urban areas. The flood extent situation is needed to assess impacts on settlements, agricultural systems and damages on infrastructures.",https://mapping.emergency.copernicus.eu/activations/EMSR470/,0.5659835448115957,9.997542090704684,POINT (0.5659835448115957 9.997542090704684),58.0,Africa
492,2021-01-02 06:09:36+00:00,2021/1/2,-243355,5198965,137445,5476725,-2.18609516,42.25307792310338,1.2346894422580763,44.072864079368806,event_492_20210102,492.0,EMSR492,Flood in Landes- France,"01/01/2021, 19:14",Flood,France,"Part of the Landes department has started the year dealing with heavy rainfall (corresponding to the passage of storm Bella). The heavy rain combined with soils saturated with water due to the rainfall in the previous weeks, caused significant overflows of rivers which have reached historic levels in some places.",https://mapping.emergency.copernicus.eu/activations/EMSR492/,-0.47570285887096175,43.162971001236095,POINT (-0.4757028588709618 43.162971001236095),43.0,Europe
496,2021-01-27 05:12:11+00:00,2021/1/27,1344545,5097615,1687265,5382095,12.07825323686482,41.57558745632485,15.15695937859924,43.45897165118734,event_496_20210127,496.0,EMSR496,Flood in Lazio Region- Italy,"27/01/2021, 17:31",Flood,Italy,"A heavy rain event hit central Italy on January 24-25. The heavy rainfall combined with soils saturation due to the precipitation of the previous days, caused a significant increase of the level of the Turano dam, which reached its historic level and had to be emptied. The emptying caused widespread flooding in the nearby valley, close to the town of Rieti, Contigliano and Belmonte in Sabina.",https://mapping.emergency.copernicus.eu/activations/EMSR496/,13.617606307732029,42.5172795537561,POINT (13.617606307732029 42.5172795537561),141.0,Europe
497,2021-02-03 05:50:21+00:00,2021/2/3,401045,6399335,893845,6997415,3.602648531197134,49.72818692925299,8.029546251338138,53.07787123,event_497_20210203,497.0,EMSR497,Flood in Germany,"01/02/2021, 13:42",Flood,Germany,"Strong thawing and rainfall beginning in the last days of January 2021 and ongoing resulted in moderate floodings especially in several parts of Southern and Western Germany. As the water levels are still expected to rise, particularly in the lower catchment areas of the River Rhine, the governmental district of D√_sseldorf requested activation of CEMS Rapid Mapping to visualize the current extent of the floodings and to monitor the situation on a daily basis.",https://mapping.emergency.copernicus.eu/activations/EMSR497/,5.816097391267636,51.40302907962649,POINT (5.816097391267636 51.40302907962649),130.0,Europe
498,2021-02-02 06:01:00+00:00,2021/2/2,16505,5392405,404025,5690325,0.148266938,43.52616141,3.629418326663896,45.435376425701705,event_498_20210202,498.0,EMSR498,Flood in Correze department- France,"02/02/2021, 01:08",Flood,France,"Following the floods in the Corr√_ze department and the increasing water level due to the ongoing heavy rainfall, the French National Focal Point activated the Copernicus EMS Rapid Mapping to visualize the current situation.",https://mapping.emergency.copernicus.eu/activations/EMSR498/,1.888842632331948,44.48076891785085,POINT (1.888842632331948 44.48076891785085),43.0,Europe
502,2021-02-23 18:23:22+00:00,2021/2/23,-1179375,6696055,-764975,7135095,-10.59450588,51.42072356090604,-6.871887345,53.81445864543763,event_502_20210223,502.0,EMSR502,Flood in Southern Ireland,"23/02/2021, 10:29",Flood,Ireland,"On 23 February a low pressure system affected Ireland, with the possibility of up to 80 mm over high ground of rainfall over 24 hours. River catchments are near bank full in this region and it is expected that a fluvial and pluvial event may occur._x000D_ _x000D_",https://mapping.emergency.copernicus.eu/activations/EMSR502/,-8.7331966125,52.61759110317183,POINT (-8.7331966125 52.61759110317183),133.0,Europe
518,2021-07-15 05:51:17+00:00,2021/7/15,387535,6312535,873615,6903895,3.4812861363125878,49.221533887511775,7.847817069360757,52.570233210630455,event_518_20210715,518.0,EMSR518,Flood in Belgium,"14/07/2021, 14:00",Flood,Belgium Netherlands,"Heavy rain affected the Walloon Region in Belgium, where a severe flood event is expected in the Eastern parts over the next days. The National Crisis Center triggered the Copernicus EMS Rapid Mapping Service to monitor the flood evolution over the affected areas.",https://mapping.emergency.copernicus.eu/activations/EMSR518/,5.6645516028366725,50.895883549071115,POINT (5.6645516028366725 50.895883549071115),129.0,Europe
520,2021-07-16 05:42:17+00:00,2021/7/16,623495,6360665,1114055,6960985,5.600950881,49.50311681686003,10.007726338497733,52.88082975493395,event_520_20210716,520.0,EMSR520,Flood in Netherlands,"15/07/2021, 23:57",Flood,Netherlands,"On 15 July, heavy rainfall caused historic flooding along parts of the River Meuse in the Netherlands. The Landelijk Operationeel Co√_rdinatiecentrum (LOCC) triggered the Copernicus EMS Rapid Mapping Service to monitor the flood evolution over the affected areas.",https://mapping.emergency.copernicus.eu/activations/EMSR520/,7.804338609748866,51.19197328589699,POINT (7.804338609748866 51.19197328589699),121.0,Europe
554,2021-11-30 19:22:10+00:00,2021/11/30,16564305,-3345425,16884625,-3114705,148.79968352317408,-28.76228584,151.67716704126573,-26.92980864,event_554_20211130,554.0,EMSR554,Floods in Queensland- Australia,"01/12/2021, 11:03",Flood,Australia,"Australia is currently experiencing a prolonged rainfall event across large parts of the continent. This ongoing weather pattern, now driven by a La Nina event, is resulting in large areas of flood inundation within Southern Queensland and Northern New South Wales. There are currently numerous flood warnings (several Major) issued for rivers and their catchments throughout both States. The relevant authorities in Queensland (Queensland Fire and Emergency Services) have indicated there could be potential impacts to life and property in the coming days.",https://mapping.emergency.copernicus.eu/activations/EMSR554/,150.2384252822199,-27.84604724,POINT (150.2384252822199 -27.84604724),137.0,Oceania
555,2021-12-10 18:04:27+00:00,2021/12/10,-437755,4803505,-3195,5535985,-3.932420072,39.56898762898998,-0.028701173,44.45409199751425,event_555_20211210,555.0,EMSR555,Flood in the Ebro river basin- Spain,"10/12/2021, 12:40",Flood,Spain,"The heavy rains and fast melting snow foreseen over the next 72 hours will produce floods of extraordinary intensity in large sectors of the upper and middle Ebro river basin, with potential severe effects on agriculture, population and infrastructures.",https://mapping.emergency.copernicus.eu/activations/EMSR555/,-1.9805606225,42.011539813252114,POINT (-1.9805606225 42.011539813252114),132.0,Europe
559,2022-01-27 02:19:59+00:00,2022/1/27,5174785,-2256545,5477185,-2016865,46.48588457532438,-19.86077426,49.20238999450181,-17.82320213,event_559_20220127,559.0,EMSR559,Flood in Madagascar,"25/01/2022, 18:37",Flood,Madagascar,"Intense rainfall caused by two different tropical weather systems which have impacted Madagascar over the last week has driven flooding, landslides, destruction of infrastructure and loss of life, particularly affecting the country's capital Antananarivo, and other areas of Analamanga Region, in the centre of the country._x000D_ More than 62,000 people have been affected in 7 regions. At least 34 people have died almost all of them in the capital, where traditional houses collapsed, and others were swept away by landslides._x000D_ _x000D_ _x000D_",https://mapping.emergency.copernicus.eu/activations/EMSR559/,47.84413728491309,-18.841988195,POINT (47.84413728491309 -18.841988195),78.0,Africa
561,2022-01-26 03:16:59+00:00,2022/1/26,3635285,-2001755,3971285,-1591835,32.65632077630434,-17.69393449,35.67466013094594,-14.15351649,event_561_20220126,561.0,EMSR561,Floods in Malawi,"27/01/2022, 15:42",Flood,Malawi,"The passage of tropical storm named ANA on 25 January, 2022 over southern Malawi with heavy rainfall caused rivers overflow, floods and landslides resulting in casualties and widespread damage.",https://mapping.emergency.copernicus.eu/activations/EMSR561/,34.16549045362514,-15.923725489999999,POINT (34.16549045362514 -15.923725489999999),72.0,Africa
562,2022-02-03 20:17:27+00:00,2022/2/3,15299975,-2058335,15573255,-1843295,137.4420138914657,-18.17749911,139.89692989990755,-16.33279811,event_562_20220203,562.0,EMSR562,Floods in Australia,"30/01/2022, 02:19",Flood,Australia,"Australia is currently experiencing a prolonged rainfall event across large areas of the Continent. This ongoing weather pattern is resulting_x000D_ in large areas of flood inundation within Northern Territory, South Australia, Queensland and New South Wales. There are currently_x000D_ numerous flood watch warnings issued for rivers and their catchments throughout these states and territories. Transport infrastructure_x000D_ has been destroyed or impacted due to the rain events, and critical supply chain roads remain underwater.",https://mapping.emergency.copernicus.eu/activations/EMSR562/,138.66947189568663,-17.25514861,POINT (138.66947189568663 -17.25514861),137.0,Oceania
567,2022-03-07 19:16:00+00:00,2022/3/7,16605495,-4003515,17073655,-3389755,149.1696995887029,-33.81146956,153.3752524228369,-29.11079243,event_567_20220307,567.0,EMSR567,Floods in Queensland- Australia,"26/02/2022, 19:27",Flood,Australia,The Australian continent continues to experience a prolonged rainfall event associated with the current La Nina event. This ongoing weather pattern has now impacted South East Queensland where a large number of the communities within the area are experiencing once in a generation flooding. The National Bureau of Meteorology (BoM) have issued Queensland with numerous flood warnings for rivers and their catchments throughout the southern part of the State. Conditions are expected to continue for another two days with significant rainfall over a very sodden catchment.,https://mapping.emergency.copernicus.eu/activations/EMSR567/,151.2724760057699,-31.461130994999998,POINT (151.2724760057699 -31.461130994999998),137.0,Oceania
1111002,2020-09-15 04:46:51+00:00,2020/9/15,1647185,1365775,1660665,1381505,14.79691461272414,12.176264184668351,14.918007513023449,12.314354238056278,event_1111002_20200915,,,,,,,,,14.857461062873796,12.245309211362315,POINT (14.857461062873796 12.245309211362315),57.0,Africa
1111003,2019-11-27 03:00:07+00:00,2019/11/27,4796845,1287765,4810285,1301205,43.090791790523056,11.490385574832136,43.21152536470872,11.60867451193107,event_1111003_20191127,,,,,,,,,43.15115857761589,11.549530043381603,POINT (43.15115857761589 11.549530043381603),,
1111004,2017-08-29 00:26:45+00:00,2017/8/29,-10827855,3278895,-10635215,3478255,-97.26827641,28.23706283716945,-95.53776184,29.803020413224324,event_1111004_20170829,,,,,,,,,-96.403019125,29.02004162519689,POINT (-96.403019125 29.02004162519689),4.0,North America
1111005,2020-01-26 02:19:22+00:00,2020/1/26,5337775,-2044855,5431855,-1939425,47.95004865691078,-18.06241154,48.79518367621044,-17.1597171,event_1111005_20200126,,,,,,,,,48.37261616656061,-17.61106432,POINT (48.37261616656061 -17.61106432),78.0,Africa
1111006,2020-01-31 02:27:28+00:00,2020/1/31,5154695,-1887925,5226405,-1818455,46.30541303474477,-16.71715579,46.94959492498688,-16.11854478,event_1111006_20200131,,,,,,,,,46.62750397986582,-16.417850285,POINT (46.62750397986582 -16.417850285),78.0,Africa
1111007,2019-09-18 00:12:44+00:00,2019/9/18,9444365,2866145,9628415,3018465,84.84017428303464,24.92181980779728,86.49352356,26.156402552678447,event_1111007_20190918,,,,,,,,,85.66684892151733,25.539111180237864,POINT (85.66684892151733 25.539111180237864),98.0,Asia
1111008,2020-08-16 11:22:21+00:00,2020/8/16,-9311355,1567935,-9284385,1599365,-83.64532512,13.945241533992842,-83.40304949,14.21909677651746,event_1111008_20200816,,,,,,,,,-83.524187305,14.082169155255151,POINT (-83.524187305 14.082169155255151),35.0,North America
1111009,2022-09-11 01:26:41+00:00,2022/9/11,7469655,2912795,7749995,3372065,67.10105253599804,25.30127433,69.6193896,28.97186054417038,event_1111009_20220911,,,,,,,,,68.36022106799902,27.13656743708519,POINT (68.36022106799902 27.13656743708519),102.0,Asia
1111010,2017-03-11 23:43:36+00:00,2017/3/11,-9010785,-658085,-8950305,-595355,-80.94525887,-5.901216925,-80.40195779,-5.340415468,event_1111010_20170311,,,,,,,,,-80.67360833000001,-5.6208161965,POINT (-80.67360833000001 -5.6208161965),31.0,South America
1111011,2020-11-13 09:59:22+00:00,2020/11/13,13485625,1888645,13608825,2090265,121.14343053404322,16.723350200051428,122.25015496407846,18.44980300936163,event_1111011_20201113,,,,,,,,,121.69679274906085,17.58657660470653,POINT (121.69679274906085 17.58657660470653),147.0,Asia
1111013,2017-05-04 23:56:20+00:00,2017/5/4,-10155725,4502445,-9918285,4753325,-91.23042989,37.45304524756951,-89.09747008,39.220634303126886,event_1111013_20170504,,,,,,,,,-90.16394998499999,38.336839775348196,POINT (-90.16394998499999 38.336839775348196),4.0,North America
